emp_title,emp_length,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,total_credit_lines,open_credit_lines,total_debit_limit,loan_purpose,loan_amount,balance,account_never_delinq_percent
dock worker,10,MORTGAGE,58000,18.48,0,2004,23,8,29000,debt_consolidation,15000,14223.68,100
assistant,10,MORTGAGE,84000,22.6,2,2002,22,13,7900,debt_consolidation,11100,10672.97,81.8
lead driver,10,RENT,85000,21.22,0,2005,19,7,11300,debt_consolidation,24000,23760.26,95
residential coordinator,1,OWN,33000,20.58,0,1974,22,10,16500,credit_card,1950,1855.46,63.6
,NA,MORTGAGE,40000,7.2,0,1998,12,5,7200,debt_consolidation,15000,14518.41,83.3
supervisor ,3,RENT,46800,16.62,0,2000,24,5,26700,house,8000,7398.32,95.8
assistant registrar-graduation,10,RENT,48000,15.38,0,1987,8,6,7500,debt_consolidation,8500,7866.34,100
assistant to internet director,4,MORTGAGE,67764,17.62,0,1995,15,8,13100,debt_consolidation,12000,11175.06,100
family skill specialist,4,OWN,26000,10.85,0,1983,7,4,48500,credit_card,24000,23048.67,100
head of shopper engagement,3,MORTGAGE,245000,36.25,0,2001,26,12,58000,debt_consolidation,12475,12120.3,100
shipping & receiving,2,RENT,45000,27.28,0,1994,14,11,14500,credit_card,11500,11172.37,100
rn,0,RENT,24000,1.25,0,2004,22,16,800,other,1000,407.83,100
manager,10,MORTGAGE,80000,0.75,0,2004,9,4,5700,home_improvement,15000,13954.16,88.9
managment,10,MORTGAGE,52000,12.08,0,2006,15,10,47100,credit_card,13250,11964.29,93.3
manager,9,MORTGAGE,70000,13.75,0,2006,44,12,23900,house,10000,8985.52,100
director of operations,3,RENT,100000,8.59,0,2012,8,8,28800,credit_card,18000,16864.81,100
branch manager ,10,MORTGAGE,95000,18.89,0,2001,28,11,47900,vacation,2400,2226,93.8
rural carrier,10,MORTGAGE,78000,19.97,2,1996,18,13,33700,debt_consolidation,21700,21194.5,72.2
office administrator,10,RENT,65000,37.06,0,1990,29,14,66000,debt_consolidation,36525,32105.81,100
regional director,2,MORTGAGE,85000,17.61,1,2002,34,10,13600,credit_card,5000,4497.14,76.5
educator,10,MORTGAGE,138000,27.51,1,1994,19,10,0,debt_consolidation,28000,25875.28,89.5
fixed assets manager,10,MORTGAGE,72900,21.05,0,2003,25,8,27400,debt_consolidation,35000,31729.59,100
manager,10,MORTGAGE,100000,38.45,0,2007,63,38,171200,credit_card,40000,38847.77,100
,NA,MORTGAGE,31000,17.96,0,1996,24,9,15700,credit_card,14000,13532.58,91.7
rn,10,MORTGAGE,95000,6.27,0,2013,6,6,12500,home_improvement,20000,18873.31,100
hub employee,10,RENT,28000,11.36,0,2008,15,10,14700,debt_consolidation,7000,6499.71,100
technical solutions architecture manager,6,MORTGAGE,115000,9.11,1,2005,18,13,31200,debt_consolidation,20000,17631.3,77.8
dentist ,10,RENT,250000,5.44,0,2002,25,12,58500,credit_card,40000,38000.6,100
social worker,7,RENT,80000,15.46,0,2007,42,22,10300,credit_card,10000,9065.45,95.1
service representative,1,RENT,40000,7.2,0,2008,26,9,35200,car,8000,7392.94,100
delivery merchandiser,10,RENT,50000,2.42,0,1985,12,6,2600,credit_card,4000,3707.99,91.7
physician ,0,RENT,70000,34.13,0,2007,14,11,50600,credit_card,30000,26524.06,100
executive assistant,3,RENT,109000,17.68,0,2007,17,9,49800,debt_consolidation,20000,14358.08,94.1
attorney,6,MORTGAGE,220000,18.01,0,1984,34,17,23600,home_improvement,24000,22210.89,76.5
dietary aide,10,RENT,35000,25.65,0,2006,14,7,11500,credit_card,4000,3597.72,100
engineer departnent,0,RENT,47328,10.19,0,2003,11,5,12500,other,14000,13465.57,100
nurse practitioner ,9,MORTGAGE,90000,24.17,0,1995,26,14,89700,debt_consolidation,24000,22162.27,100
cashier ,0,RENT,17000,5.44,0,2012,5,4,6000,other,2800,2499.22,80
principal ,10,MORTGAGE,240000,9.49,0,1995,36,17,59300,debt_consolidation,32000,30491.9,100
manager ,8,MORTGAGE,62000,27.7,0,1998,45,17,7100,credit_card,12000,10843.53,81.8
fbc,1,MORTGAGE,66000,1.45,0,2002,13,5,2800,home_improvement,9600,8899.33,61.5
shipping clerk,10,MORTGAGE,39000,9.78,0,2004,16,13,59100,credit_card,9600,8607.11,100
claims investigator,3,RENT,76000,11.81,0,1996,13,7,20600,debt_consolidation,3500,3062.3,92.3
executive customer service,10,MORTGAGE,80000,14.44,0,1987,33,23,70200,debt_consolidation,8000,6963.58,100
engineering supervisor,10,MORTGAGE,110000,31.18,0,1989,21,9,31950,debt_consolidation,12000,10557.7,95
administrator,10,MORTGAGE,89000,38.98,0,1999,46,28,83700,debt_consolidation,32400,28505.88,100
,NA,MORTGAGE,13800,128.61,0,1996,13,10,48200,home_improvement,3600,3213.28,100
legal assistant,10,RENT,31800,14.72,0,1994,12,3,11000,debt_consolidation,15000,14452.23,100
registered nurse,0,MORTGAGE,60000,17.58,0,1995,28,10,15100,debt_consolidation,8300,7534.99,85.7
deputy sheriff,10,MORTGAGE,140000,20.57,0,1999,43,19,47600,debt_consolidation,25600,22283.49,100
project manager,10,RENT,100000,22.64,0,2003,30,16,29700,debt_consolidation,20000,19288.09,96.7
lead software architect,2,MORTGAGE,180000,9.92,0,2001,26,15,13600,debt_consolidation,27900,26649.66,72
sales,10,MORTGAGE,80000,14.52,0,2006,18,9,23300,other,4000,3495.61,100
ir technologist ,10,MORTGAGE,71000,18.61,0,2001,23,13,16900,other,1000,927.51,95.7
engineer tech,6,MORTGAGE,62000,16.82,0,1994,21,9,58600,credit_card,24000,23048.67,95.2
owner/operator,10,MORTGAGE,156000,13.22,0,1984,28,14,114100,credit_card,40000,35977.23,100
manager,6,MORTGAGE,77000,7.84,0,1998,31,9,14500,debt_consolidation,22000,20394.07,100
sales,10,RENT,125000,5.65,0,2004,24,16,23600,debt_consolidation,6400,5774.69,91.3
carpenter,10,RENT,100000,24.8,0,1998,27,9,21600,debt_consolidation,12000,10675.4,100
sales manger,1,MORTGAGE,85000,24.42,0,1995,48,20,33000,debt_consolidation,30000,26733.24,100
claims examiner ii,1,OWN,76000,18.08,2,1991,12,5,1500,debt_consolidation,12000,11774.14,83.3
patternmaker / designer,6,RENT,96000,10.66,0,2012,8,6,41200,credit_card,20000,17971.08,100
senior chemist,4,MORTGAGE,139500,21.22,0,2001,39,13,62000,debt_consolidation,24000,21654.89,66.7
civil engineering tech,2,MORTGAGE,74200,16.19,0,2004,24,5,26700,debt_consolidation,38400,36412.66,95.8
operations manager,9,MORTGAGE,75000,10.15,1,2004,18,9,18300,debt_consolidation,10000,9657.41,93.3
owner operator,4,RENT,70000,2.59,1,2004,27,7,13400,debt_consolidation,30000,28069.29,92.3
district technology support analyst,10,RENT,113000,12.86,0,2003,23,13,17700,debt_consolidation,9000,8394.36,87
sr rest engineer ,3,RENT,104000,33.84,0,2014,20,19,63600,debt_consolidation,28000,26075.44,100
owner,10,MORTGAGE,12000,204.13,0,1992,19,13,57300,debt_consolidation,29000,26968.19,100
chef,0,RENT,14400,3.83,0,2012,2,2,6300,major_purchase,5000,4889.26,100
receptionist,1,RENT,30163,27.7,0,2015,9,7,12300,debt_consolidation,26000,25574.64,100
manager,10,MORTGAGE,120000,7.81,0,1999,8,4,3000,debt_consolidation,25000,21847.54,75
manager,10,OWN,79500,17.98,1,1997,26,16,33700,debt_consolidation,25000,22642.85,96.2
office manager,1,RENT,35000,22.57,0,2005,17,9,21800,debt_consolidation,14000,12377.87,94.1
patient care coordinator,9,RENT,51200,9.14,0,2007,12,8,2500,debt_consolidation,6000,5577.82,100
sergeant,7,RENT,46000,36.45,0,2010,15,9,10300,debt_consolidation,12000,10486.83,100
personal asst ,10,MORTGAGE,110000,13.6,0,2003,35,16,51100,credit_card,20000,18346.12,97.1
stylist/owner,8,RENT,62000,30.38,0,2004,20,13,11700,credit_card,10000,8849.12,90
registered nurse,7,MORTGAGE,78000,15.34,0,1996,39,20,3300,house,10000,9476.02,71.8
executive assistant,1,RENT,33800,16.66,0,2014,11,8,7500,credit_card,5000,1332.5,100
territory manager,5,MORTGAGE,105000,16.55,0,2004,13,5,8700,home_improvement,10000,9270.01,76.9
welder/fabricator,8,OWN,50960,6.88,0,2012,10,8,16500,other,10000,8749.43,100
solutions manager,1,OWN,87000,19.97,0,2005,21,9,50200,credit_card,15000,14405.42,71.4
health technician,2,RENT,53000,24.34,0,2007,14,9,32500,debt_consolidation,17000,15839.82,100
,NA,MORTGAGE,56000,19.95,0,1984,26,11,50000,debt_consolidation,19475,17039.55,100
hr analyst,0,RENT,75000,17.23,0,1997,29,9,10400,debt_consolidation,10000,9257.72,34.5
editor,10,MORTGAGE,50000,80.75,0,1995,28,15,25300,home_improvement,8000,7223.71,100
account manager,1,RENT,56000,11.62,0,2004,29,10,9100,debt_consolidation,10000,9036.27,69
loan analyst,3,RENT,60000,20.16,0,2009,19,12,17000,credit_card,16000,15450.24,73.7
senior research project manager,10,MORTGAGE,78900,34.02,2,2005,16,12,9800,debt_consolidation,14000,13518.96,92.3
senior dba,3,MORTGAGE,118000,19.71,1,2003,49,25,48900,debt_consolidation,11300,10163.54,97.9
paralegal,10,MORTGAGE,85000,19.95,0,2003,23,15,36900,debt_consolidation,15000,14132.9,100
pr representative,1,RENT,40000,15.53,0,2014,8,6,40200,credit_card,10000,9254.54,100
teacher,10,OWN,65000,38.29,0,2002,46,18,63100,credit_card,25000,23281.4,100
,NA,MORTGAGE,24000,35.5,0,2009,11,11,14200,debt_consolidation,15000,14327.76,100
truck driver,9,MORTGAGE,75999,34.38,0,2001,36,16,72500,credit_card,19200,17756.03,100
manager ii,10,MORTGAGE,130000,9.53,0,1972,32,10,46900,other,14000,0,100
hr data tech,1,RENT,45000,27.92,0,2008,39,22,17300,debt_consolidation,13000,12093.6,97.4
department mananger,10,MORTGAGE,45000,25.31,0,2003,23,12,16300,debt_consolidation,28000,26745.52,95.5
supervisory auditor,10,MORTGAGE,114000,18.57,0,1999,31,14,72200,debt_consolidation,26000,24706.99,100
research specialist,5,RENT,55000,20.05,0,1991,17,11,10000,debt_consolidation,7000,236.3,100
firefighter,1,RENT,50000,23.97,0,2006,23,11,26900,debt_consolidation,25000,24253.68,100
book keeper,10,OWN,37000,30.51,0,2001,12,5,22100,debt_consolidation,20000,17759.27,100
direct support,2,RENT,65000,21.92,1,1993,33,12,14400,debt_consolidation,20000,19269.63,91
business systems analyst,0,MORTGAGE,120000,14.24,0,1994,19,11,11800,debt_consolidation,12000,11163.33,73.7
teacher,2,RENT,56000,6.79,0,2002,12,5,1700,debt_consolidation,8650,7654.48,100
business development associate,5,RENT,70000,3.82,0,1996,7,5,43000,debt_consolidation,7500,0,100
owner,10,MORTGAGE,196000,14.4,0,2000,28,11,7900,debt_consolidation,21000,19434.52,66.7
owner,9,OWN,150000,4.66,0,2010,5,5,7200,debt_consolidation,12000,10548.1,100
compliance manager,7,OWN,73000,26.04,0,2000,23,10,29500,debt_consolidation,10000,9247.93,100
"inventory specialist, purchasing",10,MORTGAGE,66000,26.4,0,2005,19,12,36800,home_improvement,25000,24021.35,100
,NA,OWN,14000,17.67,0,1997,15,8,19300,debt_consolidation,8500,7419.11,100
legal advisor,3,RENT,77000,24.06,0,2009,18,13,81900,credit_card,18000,16265.29,100
disclosure specialists ,0,RENT,52000,16.39,0,1974,45,31,89500,credit_card,18000,17210.45,100
sr program manager,10,RENT,93500,17.16,1,2009,38,13,11000,other,9500,8869.78,97.4
accountant ,0,MORTGAGE,55000,23.88,0,2007,22,10,33600,debt_consolidation,20000,0,95
marketing,1,RENT,90000,8.79,0,2002,31,11,16000,debt_consolidation,10000,9285.29,88.5
beauty stylist,4,MORTGAGE,70000,13.5,0,2005,8,6,54800,debt_consolidation,30000,27678.08,100
transportation/ cdl driver,5,RENT,100000,27.72,0,2005,15,13,18400,debt_consolidation,28000,27101.03,100
security officer,10,MORTGAGE,85000,29.58,0,1986,33,17,18500,home_improvement,25000,22574.16,100
warranty administrator,8,MORTGAGE,195000,12.95,1,2001,21,12,39200,debt_consolidation,30000,27810.09,85.7
financial clerk,6,RENT,90000,14.66,0,1998,10,6,67100,debt_consolidation,40000,36175.89,100
,NA,RENT,31000,25.18,0,2003,15,8,7600,debt_consolidation,8000,6999.51,100
safety monitor,2,RENT,35000,8.02,0,1989,8,8,7500,other,12000,10334.83,100
civil engineer,1,RENT,81000,18.5,0,2004,20,12,17100,house,12000,11306.32,100
roofer,10,RENT,30000,19.8,0,2013,22,6,6600,credit_card,8000,7453.95,100
general manager,8,MORTGAGE,50000,13.08,0,1994,5,4,11900,debt_consolidation,10000,8815.64,100
enterprise account executive,1,RENT,100000,9.17,0,1999,23,8,32100,credit_card,6650,6307.62,100
painter,7,MORTGAGE,70000,6.36,0,2001,17,8,24200,credit_card,10000,8704.48,100
program support clerk,3,RENT,39053,22.86,0,1994,10,9,16300,credit_card,5200,4584.15,100
community development manger,3,RENT,55000,12.52,0,2005,9,4,8500,debt_consolidation,15525,14811.36,77.8
installer,10,MORTGAGE,60000,9.8,0,2007,31,12,34700,debt_consolidation,6000,5391.31,100
teller,9,RENT,22000,9.93,0,1999,20,11,20900,medical,5000,4501.41,100
laborer,2,MORTGAGE,44190,18.98,0,1999,19,10,31600,other,3500,3138.03,100
,NA,MORTGAGE,23000,22.66,0,2014,24,21,109300,credit_card,15000,13791.64,100
driver,10,RENT,120000,16.72,0,2010,16,16,24800,debt_consolidation,21625,20519.63,100
hr,5,MORTGAGE,67000,33.01,1,1999,25,13,11700,home_improvement,11200,10446.44,92
professor,10,MORTGAGE,137000,14.16,0,1984,33,24,96300,debt_consolidation,40000,35977.23,100
vicepresident,10,MORTGAGE,30000,3.76,0,2009,15,8,7200,major_purchase,10000,8815.65,100
,NA,RENT,75000,17.74,0,2003,26,15,25500,debt_consolidation,36000,33390.9,100
painter,4,RENT,44500,19.85,0,2011,13,6,10000,debt_consolidation,17000,16314.84,100
office manager,1,MORTGAGE,42000,11.66,0,1985,19,10,26000,credit_card,9000,8170.5,100
systems engineer,10,RENT,119000,8.64,0,2002,34,12,3000,debt_consolidation,28000,27305.18,100
,NA,RENT,63000,35.12,0,2008,16,10,24700,credit_card,15000,14499.17,100
survey designer,5,RENT,41600,5.25,0,2002,8,5,12800,credit_card,7000,6275.99,100
medical biller,10,MORTGAGE,50000,10.8,0,2004,13,5,29200,debt_consolidation,20000,19430.21,75
teller,0,RENT,19719,3.04,0,2012,9,9,4300,credit_card,1000,881.56,44.4
registered professional land surveyor,4,MORTGAGE,74500,21.62,0,2001,13,7,15300,debt_consolidation,7000,6102.23,92.3
office manager,4,RENT,50000,34.04,1,2006,22,13,8300,credit_card,5000,4462.89,86.4
registered nurse,8,MORTGAGE,75000,21.52,0,2003,36,14,32500,credit_card,30000,26217.04,97
sheriff deputy,10,MORTGAGE,67000,22.14,0,2002,36,19,25500,debt_consolidation,6000,5552.72,97.2
instructor,10,OWN,80000,33.37,0,1991,18,13,33500,debt_consolidation,20000,18756.83,94.4
,NA,OWN,10800,92.67,1,1985,18,8,8800,home_improvement,20000,19080.9,83.3
parts specialist,10,MORTGAGE,70000,17.64,0,2004,13,5,17000,home_improvement,12000,11105.43,100
humans resources ,4,RENT,35000,18.42,0,2007,23,8,12000,credit_card,5000,4352.5,100
rehabilitation counselor ,3,RENT,37000,30.62,0,2005,58,35,17300,debt_consolidation,15000,13273.7,100
purchasing,10,RENT,114000,13.23,0,2006,32,26,20900,debt_consolidation,15000,14365.05,96.9
bartender,10,OWN,20000,34.72,0,2003,14,7,22800,credit_card,5000,0,76.9
teacher ,10,RENT,61000,13.08,2,1999,21,5,8900,debt_consolidation,13000,12287.09,81
,NA,OWN,37000,37.46,0,1998,37,22,170100,debt_consolidation,17975,17122.43,97.3
insurance verification coordinator ,9,RENT,41600,27.03,0,1996,17,15,43300,debt_consolidation,28275,27268.32,100
qa analyst,10,MORTGAGE,57056.62,3.85,0,2002,33,22,11100,vacation,11000,10481.59,100
program coordinator ,10,MORTGAGE,70000,25.73,0,1989,23,11,45500,credit_card,25000,23581.18,95.7
iss rep,0,OWN,24000,9.2,0,2011,10,5,12300,debt_consolidation,3300,3059.08,100
teacher ,2,RENT,60000,27.16,0,2000,51,18,54800,credit_card,30000,28508.06,100
software development engineer in test,1,RENT,70000,9.69,0,2010,24,15,8600,credit_card,7200,6521.11,100
program manager,10,MORTGAGE,57000,16.02,0,1991,17,8,44700,house,30000,28050.79,100
set designer,5,RENT,150000,7.05,0,2003,26,8,14400,debt_consolidation,25000,23240.95,88.5
senior teller,4,RENT,33000,27.2,0,2004,23,6,35500,credit_card,20000,19453.23,100
sales,10,MORTGAGE,68000,11.22,1,1997,34,10,20000,other,4000,0,85.3
superintendent ,8,RENT,152000,13.42,0,1998,13,8,54800,debt_consolidation,40000,36091.52,100
assistant principal,0,RENT,78000,17.22,0,2005,44,26,16000,debt_consolidation,40000,36144.54,100
service expert ,0,RENT,50000,15.67,0,2014,9,7,26500,debt_consolidation,13000,12024.3,100
manager,1,RENT,50000,18.19,0,2010,10,10,20500,debt_consolidation,15000,14321.44,100
user access manager,0,RENT,57000,14.11,0,2009,4,3,17000,debt_consolidation,27000,25602.65,75
technology coordinator,9,MORTGAGE,63000,20.27,0,2009,12,9,20000,credit_card,13000,11703.72,91.7
truck driver,4,MORTGAGE,80000,10.91,2,2000,18,7,4400,debt_consolidation,15000,14266.83,83.3
extruder,0,RENT,50000,1.8,0,2010,17,4,5200,vacation,3000,2753.1,93.3
sales,3,MORTGAGE,114000,19.66,0,2001,29,14,77800,other,21600,21064,100
auto damage appraiser,10,MORTGAGE,76500,27.48,0,2004,30,10,5800,debt_consolidation,35000,33961.99,100
"sr, examiner",10,RENT,72000,24.28,0,1997,31,16,28500,vacation,2500,2259.04,100
retail sales,10,RENT,112000,12.36,1,1987,10,8,10100,other,4000,3828.12,80
account supporr,6,MORTGAGE,37400,21.53,0,2010,19,9,13700,credit_card,10000,9441.04,100
lead teller,4,RENT,26000,14.08,0,2014,6,5,7500,debt_consolidation,6400,5918.74,100
,NA,RENT,25000,9.84,0,1974,7,1,6500,debt_consolidation,6900,6138.35,100
administrator,10,MORTGAGE,100000,38.49,0,2005,20,11,14000,car,6000,5304.78,94.7
union carpenter,3,MORTGAGE,74500,1.98,0,2009,11,8,40800,car,3000,2770.26,100
professor,10,OWN,95000,55.61,0,1996,35,21,24400,medical,10000,9029.64,100
administrative associate,10,MORTGAGE,70000,11.06,0,2003,31,17,22500,debt_consolidation,12000,10827.62,96.7
medical billing ,10,MORTGAGE,40000,39.03,1,2008,17,15,29100,debt_consolidation,16000,14874.34,94.1
registrar,1,RENT,79000,29.17,0,1999,30,16,58400,debt_consolidation,30000,28697.54,100
office manager ,1,RENT,41000,27.43,1,2012,15,12,16400,debt_consolidation,10800,10353.23,93.3
executive director,5,RENT,73000,12.13,0,2004,40,7,17500,credit_card,12000,11136.26,94.9
deli steward,1,RENT,25000,7.06,0,2001,4,2,6500,home_improvement,6000,5581.66,100
software developer,5,MORTGAGE,86000,2.96,0,2007,9,2,10400,car,6500,6006.74,100
rx lab tecg,5,RENT,33000,5.78,0,2005,12,9,6600,car,6000,5274.05,100
,NA,RENT,75000,32.86,0,2006,20,8,6500,credit_card,7500,6851.56,76.5
ptl,5,RENT,45000,10.6,0,2012,20,7,35400,credit_card,10000,8976.56,100
copywriter,2,RENT,114000,11.2,0,2006,13,7,20100,credit_card,27500,24757.94,92.3
maintenance technician,5,MORTGAGE,48000,44.35,0,2000,21,10,13000,debt_consolidation,25875,24961.62,95.2
sales consultant ,2,RENT,45000,16.11,0,2008,7,3,4500,debt_consolidation,6000,4879.78,100
executive director ,3,MORTGAGE,90000,10.15,0,2003,20,9,7000,debt_consolidation,40000,38044.89,95
customer service manager,6,RENT,55000,23.35,1,2003,42,20,20600,credit_card,2500,2224.02,97.6
installer,1,RENT,36000,4.87,0,2008,5,2,0,small_business,7000,6430.33,75
district manager,3,RENT,120000,8.25,0,1986,18,14,26300,debt_consolidation,8000,7218.41,100
depart head ,2,OWN,42000,16.49,0,2000,9,7,12500,other,12000,11588.87,100
sr culinary manager,10,MORTGAGE,79500,16.05,2,2000,37,14,8300,debt_consolidation,15000,14705.91,81.1
laborer,0,RENT,42000,5.83,0,2014,9,9,11800,debt_consolidation,4000,3499.73,100
asmt,10,RENT,35000,21.5,0,2000,20,10,6000,other,6500,6042.62,95
president,8,OWN,250000,2.58,0,2003,22,9,56800,home_improvement,40000,37963.23,100
document control specialist,2,MORTGAGE,41000,41.51,0,2001,31,10,6800,home_improvement,32000,30759.92,93.5
painter ,10,RENT,69000,11.83,0,2007,12,5,19900,vacation,10000,9270.14,91.7
designer,2,RENT,69200,5.03,0,2011,21,10,11700,medical,15000,13905.04,90.5
,NA,MORTGAGE,35000,10.67,1,1993,18,10,6800,home_improvement,12000,11539.98,94.4
sales,10,MORTGAGE,220000,7.52,0,1999,25,10,9700,debt_consolidation,24000,22806.46,100
owner,6,RENT,68000,17.25,0,1996,37,13,24000,debt_consolidation,15000,14223.91,86.5
patient financial services,2,RENT,50000,37.73,2,2005,42,16,48300,credit_card,15000,13968.96,94.7
master inspecter,10,MORTGAGE,60000,16.12,0,2001,16,7,25200,debt_consolidation,10000,8996.09,100
merchandise and lnventory leader,9,RENT,35000,10.8,0,2005,14,6,12900,car,8000,7596.42,100
owner,5,MORTGAGE,52000,17.75,0,2005,9,7,12700,debt_consolidation,6300,5684.46,100
computer repair consultant,10,MORTGAGE,24000,18.85,1,1984,16,11,23900,home_improvement,4500,4043.46,87.5
registered nurse,10,MORTGAGE,85000,26.03,0,2003,33,9,41100,credit_card,30000,0,100
sales representative,1,RENT,52000,28.5,0,1985,43,22,80100,debt_consolidation,12000,11448.53,100
director of financial services,8,MORTGAGE,175000,14.8,0,2000,28,18,72800,debt_consolidation,16000,14376.87,100
partner,2,OWN,120000,6.78,0,2004,23,10,54900,debt_consolidation,24000,20890.75,100
practice manager,10,OWN,62000,13.53,3,1998,21,15,12300,debt_consolidation,15000,13692.04,57.1
feeder,9,MORTGAGE,45000,16.83,0,2011,10,8,11100,debt_consolidation,15000,13296.68,100
manager,10,OWN,35000,16.05,0,2002,9,8,20700,credit_card,14000,11837.49,100
assistant general manager,1,RENT,43000,19.15,0,1999,14,4,0,other,35000,33643.67,78.6
clinical coordinator ,10,MORTGAGE,114000,10.78,0,1985,24,13,54200,home_improvement,12000,9353.05,100
vp aquisitions,10,MORTGAGE,388000,8.93,0,1982,18,8,23400,debt_consolidation,35000,31729.59,64.7
line lead,10,MORTGAGE,65000,12.37,0,2007,14,9,10800,debt_consolidation,10000,9537.61,100
